GWNO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,NOTES,FATALITIES
450,1LBR,42588,16/01/1997,1997,1,Battle-No change of territory,ULIMO-J: United Liberation Movement of Liberia for Democracy (Jonshon Faction),,2,NPFL: National Patriotic Front Liberia,,2,22,Liberia,Grand Cape Mount,Garwula,Upper Garwula,Sasstown,6.78000,-11.28000,1,Africa Research Bulletin,ULIMO J attacked a truck full of rubber workers who were reportedly NPFL supporters,0
450,2LBR,42589,20/01/1997,1997,1,Riots/Protests,Protesters (Liberia),,6,,,0,60,Liberia,Montserrado,Greater Monrovia,Monrovia,Monrovia,6.31000,-10.80000,1,Reuters,taxi drivers strike over killing of taxi man near Taylor's house last week,0
450,3LBR,42590,01/02/1997,1997,1,Non-violent transfer of territory,ECOMOG: Economic Community of West African States Monitoring Group,,8,NPFL: National Patriotic Front Liberia,,2,28,Liberia,Montserrado,Greater Monrovia,Monrovia,Monrovia,6.31000,-10.80000,1,Reuters,ECOMOG hunt city for arms as the disarmament deadline looms,0
450,4LBR,42591,26/02/1997,1997,1,Non-violent transfer of territory,Military Forces of Liberia (1997-2003),,1,Military Forces of Sierra Leone (1996-1997),,8,18,Liberia,Grand Cape Mount,Tewor,Fahnbulleh,Bo,7.01000,-11.37000,1,Reuters,govs of LBR and and SL agree to tighten border,0
450,5LBR,42592,27/02/1997,1997,1,Non-violent transfer of territory,Military Forces of Liberia (1997-2003),,1,Military Forces of Sierra Leone (1996-1997),,8,18,Liberia,Grand Cape Mount,Tewor,Fahnbulleh,Bo,7.01000,-11.37000,1,Reuters,govs of LBR and and SL agree to tighten border,0
450,6LBR,42593,28/02/1997,1997,1,Non-violent transfer of territory,Military Forces of Liberia (1997-2003),,1,Military Forces of Sierra Leone (1996-1997),,8,18,Liberia,Grand Cape Mount,Tewor,Fahnbulleh,Bo,7.01000,-11.37000,1,Reuters,govs of LBR and and SL agree to tighten border,0
450,7LBR,42594,01/03/1997,1997,1,Non-violent transfer of territory,Military Forces of Liberia (1997-2003),,1,Military Forces of Sierra Leone (1996-1997),,8,18,Liberia,Grand Cape Mount,Tewor,Fahnbulleh,Bo,7.01000,-11.37000,1,Reuters,govs of LBR and and SL agree to tighten border,0
450,8LBR,42595,26/05/1997,1997,1,Non-violent transfer of territory,ECOMOG: Economic Community of West African States Monitoring Group,,8,Military Forces of Sierra Leone (1997-1998),,8,88,Liberia,Grand Cape Mount,Tewor,Fahnbulleh,Bo,7.01000,-11.37000,1,Reuters,ECOMOG (nigerian troops) shut down border at Bo as recent attack from sierra leone army shook them,0
450,9LBR,42596,15/06/1997,1997,1,Battle-No change of territory,NPFL: National Patriotic Front Liberia,,2,UP: Unity Party,,3,23,Liberia,Montserrado,Greater Monrovia,Monrovia,Monrovia,6.31000,-10.80000,1,Reuters,pre-election violence in 'rural areas' report says between 'rival parties',0
450,10LBR,42597,16/06/1997,1997,1,Battle-No change of territory,NPFL: National Patriotic Front Liberia,,2,UP: Unity Party,,3,23,Liberia,Montserrado,Greater Monrovia,Monrovia,Monrovia,6.31000,-10.80000,1,Reuters,pre-election violence in 'rural areas' report says between 'rival parties',0
450,11LBR,42598,17/06/1997,1997,1,Battle-No change of territory,NPFL: National Patriotic Front Liberia,,2,UP: Unity Party,,3,23,Liberia,Montserrado,Greater Monrovia,Monrovia,Monrovia,6.31000,-10.80000,1,Reuters,pre-election violence in 'rural areas' report says between 'rival parties',0
450,12LBR,42599,18/06/1997,1997,1,Battle-No change of territory,NPFL: National Patriotic Front Liberia,,2,UP: Unity Party,,3,23,Liberia,Montserrado,Greater Monrovia,Monrovia,Monrovia,6.31000,-10.80000,1,Reuters,pre-election violence in 'rural areas' report says between 'rival parties',0
450,13LBR,42600,19/06/1997,1997,1,Battle-No change of territory,NPFL: National Patriotic Front Liberia,,2,UP: Unity Party,,3,23,Liberia,Montserrado,Greater Monrovia,Monrovia,Monrovia,6.31000,-10.80000,1,Reuters,pre-election violence in 'rural areas' report says between 'rival parties',0
450,14LBR,42601,20/06/1997,1997,1,Battle-No change of territory,NPFL: National Patriotic Front Liberia,,2,UP: Unity Party,,3,23,Liberia,Montserrado,Greater Monrovia,Monrovia,Monrovia,6.31000,-10.80000,1,Reuters,pre-election violence in 'rural areas' report says between 'rival parties',0
450,15LBR,42602,21/06/1997,1997,1,Battle-No change of territory,NPFL: National Patriotic Front Liberia,,2,UP: Unity Party,,3,23,Liberia,Montserrado,Greater Monrovia,Monrovia,Monrovia,6.31000,-10.80000,1,Reuters,pre-election violence in 'rural areas' report says between 'rival parties',0
450,16LBR,42603,17/07/1997,1997,1,Battle-No change of territory,ULIMO-K: United Liberation Movement of Liberia for Democracy (Kromah Faction),,2,NPFL: National Patriotic Front Liberia,,2,22,Liberia,Nimba,Sanniquelleh-Mahn,Bain,Ganta,7.23500,-8.98440,1,Reuters,clash between rivals in lead up to election- 12 injured,0
450,17LBR,42604,17/07/1997,1997,1,Strategic development,NPFL: National Patriotic Front Liberia,,2,Police Forces of Liberia (1997-2003),,1,12,Liberia,Montserrado,Greater Monrovia,Monrovia,Monrovia,6.31000,-10.80000,1,Reuters,NPFL men parading through cities in the last attempt to promote Taylor before the elections.,0
450,18LBR,42605,18/07/1997,1997,1,Strategic development,NPFL: National Patriotic Front Liberia,,2,Police Forces of Liberia (1997-2003),,1,12,Liberia,Montserrado,Greater Monrovia,Monrovia,Monrovia,6.31000,-10.80000,1,Reuters,NPFL men parading through cities in the last attempt to promote Taylor before the elections.,0
450,19LBR,42606,19/07/1997,1997,1,Strategic development,NPFL: National Patriotic Front Liberia,,2,Police Forces of Liberia (1989-1997),,1,12,Liberia,Montserrado,Greater Monrovia,Monrovia,Monrovia,6.31000,-10.80000,1,Reuters,NPFL men parading through cities in the last attempt to promote Taylor before the elections.,0
450,20LBR,42607,20/07/1997,1997,1,Strategic development,NPFL: National Patriotic Front Liberia,,2,Police Forces of Liberia (1997-2003),,1,12,Liberia,Montserrado,Greater Monrovia,Monrovia,Monrovia,6.31000,-10.80000,1,Reuters,NPFL men parading through cities in the last attempt to promote Taylor before the elections.,0
450,21LBR,42608,21/07/1997,1997,1,Strategic development,NPFL: National Patriotic Front Liberia,,2,Police Forces of Liberia (1997-2003),,1,12,Liberia,Montserrado,Greater Monrovia,Monrovia,Monrovia,6.31000,-10.80000,1,Reuters,NPFL men parading through cities in the last attempt to promote Taylor before the elections.,0
450,22LBR,42609,22/07/1997,1997,1,Strategic development,NPFL: National Patriotic Front Liberia,,2,Police Forces of Liberia (1997-2003),,1,12,Liberia,Montserrado,Greater Monrovia,Monrovia,Monrovia,6.31000,-10.80000,1,Reuters,NPFL men parading through cities in the last attempt to promote Taylor before the elections.,0
450,23LBR,42610,23/07/1997,1997,1,Strategic development,NPFL: National Patriotic Front Liberia,,2,Police Forces of Liberia (1997-2003),,1,12,Liberia,Montserrado,Greater Monrovia,Monrovia,Monrovia,6.31000,-10.80000,1,Reuters,NPFL men parading through cities in the last attempt to promote Taylor before the elections.,0
450,24LBR,42611,06/09/1997,1997,1,Riots/Protests,Police Forces of Liberia (1997-2003),,1,Protesters (Liberia),,6,16,Liberia,Margibi,Firestone,Firestone,Harbel,6.28000,-10.35000,1,Dow Jones International News,Strikers at Firestone rubber plant were demanding better work conditions and complaining of late salaries when they met opposition with police. 6 strikers were hospitalised,0
450,25LBR,42612,03/11/1997,1997,1,Riots/Protests,Protesters (Liberia),,6,,,0,60,Liberia,Montserrado,Greater Monrovia,Monrovia,Monrovia,6.31000,-10.80000,1,Reuters,Marketeers protesting against the destruction by security forces of their stalls as part of government efforts to rid the city of informal street markets.,0
450,26LBR,42613,15/11/1997,1997,3,Headquarters or base established,ECOMOG: Economic Community of West African States Monitoring Group,,8,,,0,80,Liberia,Montserrado,Greater Monrovia,Monrovia,Monrovia,6.31000,-10.80000,2,NPWJ  p.506,Base,0
450,27LBR,42614,15/11/1997,1997,3,Headquarters or base established,Kamajor Militia - CDF Unit,,3,,,0,30,Liberia,Grand Cape Mount,Tieni,Upper Garwula,Tieni,6.96861,-11.31389,3,NPWJ  p.506,Base,0
450,28LBR,42615,24/11/1997,1997,1,Violence against civilians,Civilians (Liberia),,7,Police Forces of Liberia (1997-2003),,1,17,Liberia,Montserrado,Greater Monrovia,Monrovia,Monrovia,6.31000,-10.80000,1,Reuters,"Police broke into home of Philip Wesseh, editor of the Inquirer to arrest him for publishing an article criticizing the police",0
450,29LBR,42616,25/11/1997,1997,1,Non-violent transfer of territory,Military Forces of Liberia (1989-1997),,1,RUF: Revolutionary United Front,,2,12,Liberia,Lofa,Foya,Tengia,Foya,8.27000,-10.31000,1,Africa Research Bulletin,L.gov shut down border between SL and Liberia at Foya to prevent conflict entering and to slow influx of refugees,0
450,30LBR,42617,06/12/1997,1997,1,Battle-No change of territory,NPFL: National Patriotic Front Liberia,Military Forces of Liberia (1997-2003),2,UP: Unity Party,,3,23,Liberia,Montserrado,Greater Monrovia,Monrovia,Monrovia,6.31000,-10.80000,1,Reuters,Government minister from opposition Samuel Dokie and his wife were murdered outside Taylor's home- Taylor and his men accused but he denies,2
450,31LBR,42618,24/03/1998,1998,1,Battle-No change of territory,ULIMO-J: United Liberation Movement of Liberia for Democracy (Jonshon Faction),,2,NPFL: National Patriotic Front Liberia,,2,22,Liberia,Montserrado,Greater Monrovia,Monrovia,Monrovia,6.31000,-10.80000,1,Reuters,Shoot out at Roosevelt Johnsons house between rebels and suspected SSS and NPFL,0
450,32LBR,42619,25/03/1998,1998,1,Non-violent transfer of territory,ECOMOG: Economic Community of West African States Monitoring Group,,8,NPFL: National Patriotic Front Liberia,,2,28,Liberia,Montserrado,Greater Monrovia,Monrovia,Monrovia,6.31000,-10.80000,1,Reuters,ECOMOG sealed off area after shooting at Johnson's house by suspected ex-NPFL men,0
450,33LBR,42620,05/04/1998,1998,1,Battle-No change of territory,Kamajor Militia,,3,Military Forces of Liberia (1997-2003),,1,13,Liberia,Lofa,Kolahun,Wulu-Kola,Tongola,8.43000,-9.98000,1,BBC Monitoring,SL militia crossed border and engaged in fights with AFL killing one person,1
450,34LBR,42621,13/04/1998,1998,1,Riots/Protests,Protesters (Liberia),,6,,,0,60,Liberia,Montserrado,Greater Monrovia,Monrovia,Monrovia,6.31000,-10.80000,1,,angry refugees protest in monrovia against free repatriation.,0
450,35LBR,42622,17/04/1998,1998,1,Riots/Protests,Protesters (Liberia),,6,,,0,60,Liberia,Montserrado,Greater Monrovia,Monrovia,Monrovia,6.31000,-10.80000,1,All Africa,farmers protest about rice issues with government,0
450,36LBR,42623,08/05/1998,1998,1,Violence against civilians,Former Military Forces of Liberia (1997-2003),,1,Civilians (Liberia),,7,17,Liberia,Montserrado,Greater Monrovia,Monrovia,Monrovia,6.31000,-10.80000,1,Reuters,"angry ex soldiers rampaged the capital with knives demanding pay, 2 people were killed",2
450,37LBR,42624,07/06/1998,1998,1,Battle-No change of territory,Military Forces of Liberia (1997-2003),,1,ULIMO-J: United Liberation Movement of Liberia for Democracy (Jonshon Faction),,2,12,Liberia,Grand Cape Mount,Garwula,Upper Garwula,Robertstown,6.75330,-11.36860,1,Africa Research Bulletin,"6 UlimoJ fighters abducted at Robert Int. Airport and have never been found, unknown attacker but suspected to be army.",0
450,38LBR,42625,08/06/1998,1998,1,Riots/Protests,Protesters (Liberia),,6,Police Forces of Liberia (1997-2003),,1,16,Liberia,Montserrado,Greater Monrovia,Monrovia,Monrovia,6.31000,-10.80000,1,All Africa,Hundreds of Muslim protesters angry about burning of mosques in Lofa and Nimba,0
450,39LBR,42626,22/06/1998,1998,1,Riots/Protests,Protesters (Liberia),Former Military Forces of Liberia (1997-2003),6,Police Forces of Liberia (1997-2003),,1,16,Liberia,Montserrado,Greater Monrovia,Monrovia,Monrovia,6.31000,-10.80000,1,All Africa,ex AFL fighters went out in protest against being laid off. protested at the ministry of defense,2
450,40LBR,42627,26/06/1998,1998,1,Violence against civilians,Civilians (Liberia),,7,Military Forces of Liberia (1997-2003),,1,17,Liberia,Nimba,Sanniquelleh-Mahn,Sehyi,Sanniquellie,7.36174,-8.71297,1,BBC Monitoring,Mandingos in Nimba County are appealing for government protection as they say they are victims of constant abuse,0
450,41LBR,42628,01/07/1998,1998,1,Violence against civilians,Military Forces of Liberia (1997-2003),,1,Civilians (Liberia),,7,17,Liberia,Montserrado,Greater Monrovia,Monrovia,Monrovia,6.31000,-10.80000,1,Africa Research Bulletin,Catholic Justice and Peace Commission (JPC) called for the countries security forces to stop abducting and harassing civilians across the country,0
450,43LBR,42629,13/07/1998,1998,1,Battle-Government regains territory,ECOMOG: Economic Community of West African States Monitoring Group,,8,RUF: Revolutionary United Front,,2,28,Liberia,Lofa,Kolahun,Tahamba,Kolahun,8.28690,-10.08440,1,All Africa,85 people have been killed in total in liberian/sierra leone conflict between ecomog and ruf. ecomog takes over kailahun,85
450,42LBR,42630,13/07/1998,1998,1,Battle-No change of territory,ECOMOG: Economic Community of West African States Monitoring Group,,8,RUF: Revolutionary United Front,,2,28,Liberia,Grand Cape Mount,Porkpa,Sokpa,Benduma,7.20000,-11.00000,1,All Africa,85 people have been killed in battles on liberia/sierra leone border. mostly in sierra leone but some in liberia,85
450,44LBR,42631,13/07/1998,1998,1,Violence against civilians,Military Forces of Liberia (1997-2003),,1,Civilians (Liberia),,7,17,Liberia,GrandGedeh,Tchien,Tchien Menyan Kanna,Zwedru,5.91667,-8.08333,1,All Africa,Calls for probes into violence against civilians in Grand Gedeh area by 'national security forces'.,0
450,45LBR,42632,16/07/1998,1998,1,Violence against civilians,Military Forces of Liberia (1997-2003),,1,Civilians (Liberia),,7,17,Liberia,Margibi,Firestone,Firestone,Harbel,6.28000,-10.35000,1,All Africa,the National human Rights Comm. call for a probe into 'security forces' engaging in violent acts against civilians in the Margibi and Rivercress areas.,0
450,46LBR,42633,16/07/1998,1998,1,Violence against civilians,Military Forces of Liberia (1997-2003),,1,Civilians (Liberia),,7,17,Liberia,River Cess,Timbo,Kpowein,River Cess,5.46000,-9.58000,1,All Africa,the National human Rights Comm. call for a probe into 'security forces' engaging in violent acts against civilians in the Margibi and Rivercress areas.,0
450,47LBR,42634,17/07/1998,1998,1,Violence against civilians,Military Forces of Liberia (1997-2003),,1,Civilians (Liberia),,7,17,Liberia,Margibi,Firestone,Firestone,Harbel,6.28000,-10.35000,1,All Africa,the National human Rights Comm. call for a probe into 'security forces' engaging in violent acts against civilians in the Margibi and Rivercress areas.,0
450,48LBR,42635,17/07/1998,1998,1,Violence against civilians,Military Forces of Liberia (1997-2003),,1,Civilians (Liberia),,7,17,Liberia,River Cess,Timbo,Kpowein,River Cess,5.46000,-9.58000,1,All Africa,the National human Rights Comm. call for a probe into 'security forces' engaging in violent acts against civilians in the Margibi and Rivercress areas.,0
450,49LBR,42636,24/08/1998,1998,1,Strategic development,ULIMO-J: United Liberation Movement of Liberia for Democracy (Jonshon Faction),,2,ECOMOG: Economic Community of West African States Monitoring Group,,8,28,Liberia,Montserrado,Greater Monrovia,Monrovia,Monrovia,6.31000,-10.80000,1,All Africa,Hundreds of arms seized near Johnson's residence Camp Johnson Road which indicates rebel activity,0
450,50LBR,42637,31/08/1998,1998,1,Riots/Protests,Protesters (Liberia),,6,ECOMOG: Economic Community of West African States Monitoring Group,,8,68,Liberia,Montserrado,Greater Monrovia,Monrovia,Monrovia,6.31000,-10.80000,1,BBC Monitoring,"ecomog calmed down riots by shooting shots into the air and killed 2 people, one ex-Ulimo J fighter",2
450,51LBR,42638,18/09/1998,1998,1,Battle-No change of territory,ULIMO-J: United Liberation Movement of Liberia for Democracy (Jonshon Faction),,2,Military Forces of Liberia (1997-2003),,1,12,Liberia,Montserrado,Greater Monrovia,Monrovia,Monrovia,6.31000,-10.80000,1,All Africa,"clashes between AFL and Johnson's ULIMO J faction kill 11 in total, 2 of which are civilians. Rebels entered prison and tried to free rebels held there.",6
450,52LBR,42639,18/09/1998,1998,1,Violence against civilians,ULIMO-J: United Liberation Movement of Liberia for Democracy (Jonshon Faction),,2,Civilians (Liberia),,7,27,Liberia,Montserrado,Greater Monrovia,Monrovia,Monrovia,6.31000,-10.80000,1,All Africa,"Ulimo J entered prison in an attempt to free rebels held there, civilians killed in crossfire between AFL and ULIMO J.",0
450,53LBR,42640,19/09/1998,1998,1,Battle-No change of territory,ULIMO-J: United Liberation Movement of Liberia for Democracy (Jonshon Faction),,2,Military Forces of Liberia (1997-2003),,1,12,Liberia,Montserrado,Greater Monrovia,Monrovia,Monrovia,6.31000,-10.80000,1,All Africa,"clashes between AFL and Johnson's ULIMO J faction kill 11 in total, 2 of which are civilians. Rebels entered prison and tried to free rebels held there.",5
450,54LBR,42641,19/09/1998,1998,1,Violence against civilians,ULIMO-J: United Liberation Movement of Liberia for Democracy (Jonshon Faction),,2,Civilians (Liberia),,7,27,Liberia,Montserrado,Greater Monrovia,Monrovia,Monrovia,6.31000,-10.80000,1,All Africa,"Ulimo J entered prison in an attempt to free rebels held there, civilians killed in crossfire between AFL and ULIMO J.",0
450,55LBR,42642,28/09/1998,1998,1,Strategic development,ECOMOG: Economic Community of West African States Monitoring Group,,8,RUF: Revolutionary United Front,,2,28,Liberia,GrandBassa,District # 2,Chan,Kono,6.57000,-9.75000,1,BBC Monitoring,rebel activity on sierra leone border,0
450,56LBR,42643,29/09/1998,1998,1,Strategic development,ECOMOG: Economic Community of West African States Monitoring Group,,8,RUF: Revolutionary United Front,,2,28,Liberia,GrandBassa,District # 2,Chan,Kono,6.57000,-9.75000,1,BBC Monitoring,rebel activity on sierra leone border,0
450,57LBR,42644,30/09/1998,1998,1,Strategic development,ECOMOG: Economic Community of West African States Monitoring Group,,8,RUF: Revolutionary United Front,,2,28,Liberia,GrandBassa,District # 2,Chan,Kono,6.57000,-9.75000,1,BBC Monitoring,rebel activity on sierra leone border,0
450,58LBR,42645,11/11/1998,1998,1,Riots/Protests,Protesters (Liberia),,6,,,0,60,Liberia,Montserrado,Greater Monrovia,Monrovia,Monrovia,6.31000,-10.80000,1,All Africa,500 workers of the Forestry Development Authority went on strike because of Taylor's and the management's failure to deliver on its promises. The employees also protested the dismissal of their union leaders.,0
450,59LBR,42646,24/11/1998,1998,1,Riots/Protests,Protesters (Liberia),,6,,,0,60,Liberia,Maryland,Pleebo/Sodeken,Twansiebo,Harper,4.38000,-7.72000,1,All Africa,students protested their teachers not getting paid for 11 months in Harper,0
450,60LBR,42647,15/12/1998,1998,1,Violence against civilians,Military Forces of Liberia (1997-2003),,1,Civilians (Liberia),,7,17,Liberia,Montserrado,Greater Monrovia,Monrovia,Monrovia,6.31000,-10.80000,1,All Africa,SSS men arrested for killing a civilian in suburb of Monrovia,1
450,61LBR,42648,21/02/1999,1999,1,Strategic development,RUF: Revolutionary United Front,,2,,,0,20,Liberia,Bomi,Klay,Senjeh,Tubmanburg,6.87000,-10.83000,1,BBC Monitoring,Nigerian government claims that RUF rebels from SL are using Liberia as their base,0
450,62LBR,42649,22/02/1999,1999,1,Strategic development,RUF: Revolutionary United Front,,2,,,0,20,Liberia,Bomi,Klay,Senjeh,Tubmanburg,6.87000,-10.83000,1,BBC Monitoring,Nigerian government claims that RUF rebels from SL are using Liberia as their base,0
450,63LBR,42650,23/02/1999,1999,1,Strategic development,RUF: Revolutionary United Front,,2,,,0,20,Liberia,Bomi,Klay,Senjeh,Tubmanburg,6.87000,-10.83000,1,BBC Monitoring,Nigerian government claims that RUF rebels from SL are using Liberia as their base,0
450,64LBR,42651,24/02/1999,1999,1,Strategic development,RUF: Revolutionary United Front,,2,,,0,20,Liberia,Bomi,Klay,Senjeh,Tubmanburg,6.87000,-10.83000,1,BBC Monitoring,Nigerian government claims that RUF rebels from SL are using Liberia as their base,0
450,65LBR,42652,25/02/1999,1999,1,Strategic development,RUF: Revolutionary United Front,,2,,,0,20,Liberia,Bomi,Klay,Senjeh,Tubmanburg,6.87000,-10.83000,1,BBC Monitoring,Nigerian government claims that RUF rebels from SL are using Liberia as their base,0
450,66LBR,42654,21/04/1999,1999,1,Battle-Non-state actor overtakes territory,Military Forces of Liberia (1997-2003),,1,JFLL: Joint Forces for the Liberation of Liberia,,2,12,Liberia,Lofa,Voinjama,Upper Worker,Voinjama,8.42258,-9.75244,1,See Original Data,See Original Data,0
450,67LBR,42653,21/04/1999,1999,1,Battle-Non-state actor overtakes territory,ULIMO-K: United Liberation Movement of Liberia for Democracy (Kromah Faction),,2,Military Forces of Liberia (1997-2003),,1,12,Liberia,Lofa,Voinjama,Upper Worker,Voinjama,8.42258,-9.75244,1,BBC Monitoring,"Liberian rebels attacked from Guinea, killing 20-50 people in total, dow jones international says",10
450,68LBR,42655,21/04/1999,1999,1,Violence against civilians,ULIMO-K: United Liberation Movement of Liberia for Democracy (Kromah Faction),,2,Civilians (Liberia),,7,27,Liberia,Lofa,Voinjama,Upper Worker,Voinjama,8.42258,-9.75244,1,BBC Monitoring,"Liberian rebels attacked town from Guinean base. killed 20-50 people in total, dow jones international says",10
450,69LBR,42656,22/04/1999,1999,1,Battle-Non-state actor overtakes territory,ULIMO-K: United Liberation Movement of Liberia for Democracy (Kromah Faction),,2,Military Forces of Liberia (1997-2003),,1,12,Liberia,Lofa,Voinjama,Upper Worker,Voinjama,8.42258,-9.75244,1,BBC Monitoring,"Liberian rebels attacked from Guinea, killing 20-50 people in total, dow jones says",10
450,70LBR,42657,22/04/1999,1999,1,Violence against civilians,ULIMO-K: United Liberation Movement of Liberia for Democracy (Kromah Faction),,2,Civilians (Liberia),,7,27,Liberia,Lofa,Voinjama,Upper Worker,Voinjama,8.42258,-9.75244,1,BBC Monitoring,"Liberian rebels attacked town from Guinean base. killed 20-50 people in total, dow jones international news says",10
450,71LBR,42658,23/04/1999,1999,1,Battle-Government regains territory,Military Forces of Liberia (1997-2003),,1,JFLL: Joint Forces for the Liberation of Liberia,,2,12,Liberia,Lofa,Voinjama,Upper Worker,Voinjama,8.42258,-9.75244,1,See Original Data,See Original Data,0
450,72LBR,42659,27/07/1999,1999,1,Riots/Protests,Protesters (Liberia),,6,Police Forces of Liberia (1997-2003),,1,16,Liberia,Montserrado,Greater Monrovia,Monrovia,Monrovia,6.31000,-10.80000,1,IRIN Africa,15-200 veterans protested 'energetically' outside the UN buildings in Monrovia wanting resettlement benefits,0
450,73LBR,42661,10/08/1999,1999,1,Battle-Non-state actor overtakes territory,Military Forces of Liberia (1997-2003),,1,JFLL: Joint Forces for the Liberation of Liberia,,2,12,Liberia,River Gee,Webbo,Kitteabo/Glarro,Sako,5.28330,-7.53330,1,See Original Data,See Original Data,0
450,74LBR,42662,10/08/1999,1999,1,Battle-Non-state actor overtakes territory,Military Forces of Liberia (1997-2003),,1,JFLL: Joint Forces for the Liberation of Liberia,,2,12,Liberia,Grand Cape Mount,Porkpa,Sokpa,Benduma,7.19690,-10.99750,1,See Original Data,See Original Data,0
450,75LBR,42663,10/08/1999,1999,1,Battle-Non-state actor overtakes territory,Military Forces of Liberia (1997-2003),,1,JFLL: Joint Forces for the Liberation of Liberia,,2,12,Liberia,Lofa,Kolahun,Tahamba,Kolahun,8.28690,-10.08440,1,See Original Data,See Original Data,0
450,76LBR,42660,10/08/1999,1999,1,Battle-Non-state actor overtakes territory,JFLL: Joint Forces for the Liberation of Liberia,,2,Military Forces of Liberia (1997-2003),,1,12,Liberia,Lofa,Kolahun,Tahamba,Kolahun,8.28690,-10.08440,1,BBC Monitoring,"rebels takeover territory in raids across several towns in lofa from aug 10-17th, hundreds killed",14
450,77LBR,42664,11/08/1999,1999,1,Battle-Non-state actor overtakes territory,JFLL: Joint Forces for the Liberation of Liberia,,2,Military Forces of Liberia (1997-2003),,1,12,Liberia,Lofa,Kolahun,Tahamba,Kolahun,8.28690,-10.08440,1,BBC Monitoring,"rebels takeover territory in raids across several towns in lofa from aug 10-17th, hundreds killed",14
450,78LBR,42665,11/08/1999,1999,1,Violence against civilians,Civilians (Liberia),,7,JFLL: Joint Forces for the Liberation of Liberia,,2,27,Liberia,Lofa,Voinjama,Upper Worker,Voinjama,8.42258,-9.75244,1,Africa Research Bulletin,"6 foreign aid workers- 4 britons, a norwegian man and an italian woman were captured by gunmen",0
450,79LBR,42666,12/08/1999,1999,1,Battle-Non-state actor overtakes territory,JFLL: Joint Forces for the Liberation of Liberia,,2,Military Forces of Liberia (1997-2003),,1,12,Liberia,Lofa,Lower Kru Coast,Guma/Mende,Vahun,8.06390,-10.50330,1,IRIN Africa,"Rebels attack 5 towns in Lofa from Guinean base, hundreds killed",30
450,80LBR,42668,12/08/1999,1999,1,Battle-Non-state actor overtakes territory,JFLL: Joint Forces for the Liberation of Liberia,,2,Military Forces of Liberia (1997-2003),,1,12,Liberia,Lofa,Kolahun,Tahamba,Kolahun,8.28690,-10.08440,1,BBC Monitoring,"rebels takeover territory in raids across several towns in lofa from aug 10-17th, hundreds killed",14
450,81LBR,42667,12/08/1999,1999,1,Battle-Non-state actor overtakes territory,JFLL: Joint Forces for the Liberation of Liberia,,2,Military Forces of Liberia (1997-2003),,1,12,Liberia,Lofa,Voinjama,Upper Worker,Voinjama,8.42258,-9.75244,1,IRIN Africa,Rebels strike 5 towns in Lofa from Guinean base,0
450,82LBR,42669,12/08/1999,1999,1,Violence against civilians,Civilians (Liberia),,7,JFLL: Joint Forces for the Liberation of Liberia,,2,27,Liberia,Lofa,Voinjama,Upper Worker,Voinjama,8.42258,-9.75244,1,Africa Research Bulletin,"6 foreign aid workers- 4 britons, a norwegian man and an italian woman were captured by gunmen",0
450,83LBR,42670,13/08/1999,1999,1,Battle-Non-state actor overtakes territory,JFLL: Joint Forces for the Liberation of Liberia,,2,Military Forces of Liberia (1997-2003),,1,12,Liberia,Lofa,Lower Kru Coast,Guma/Mende,Vahun,8.06390,-10.50330,1,IRIN Africa,"Rebels attack 5 towns in Lofa from Guinean base, hundreds killed",30
450,84LBR,42672,13/08/1999,1999,1,Battle-Non-state actor overtakes territory,JFLL: Joint Forces for the Liberation of Liberia,,2,Military Forces of Liberia (1997-2003),,1,12,Liberia,Lofa,Kolahun,Tahamba,Kolahun,8.28690,-10.08440,1,BBC Monitoring,"rebels takeover territory in raids across several towns in lofa from aug 10-17th, hundreds killed",14
450,85LBR,42671,13/08/1999,1999,1,Battle-Non-state actor overtakes territory,ULIMO-J: United Liberation Movement of Liberia for Democracy (Jonshon Faction),,2,Military Forces of Liberia (1997-2003),,1,12,Liberia,Lofa,Voinjama,Upper Worker,Voinjama,8.42258,-9.75244,1,IRIN Africa,"Rebels strike 5 towns in Lofa from Guinean base, hundreds killed",50
450,86LBR,42673,14/08/1999,1999,1,Battle-Non-state actor overtakes territory,JFLL: Joint Forces for the Liberation of Liberia,,2,Military Forces of Liberia (1997-2003),,1,12,Liberia,Lofa,Lower Kru Coast,Guma/Mende,Vahun,8.06390,-10.50330,1,IRIN Africa,"Rebels attack 5 towns in Lofa from Guinean base, hundreds killed",30
450,87LBR,42675,14/08/1999,1999,1,Battle-Non-state actor overtakes territory,JFLL: Joint Forces for the Liberation of Liberia,,2,Military Forces of Liberia (1997-2003),,1,12,Liberia,Lofa,Kolahun,Tahamba,Kolahun,8.28690,-10.08440,1,BBC Monitoring,"rebels takeover territory in raids across several towns in lofa from aug 10-17th, hundreds killed",14
